iter	Passed	Remaining
170	2400	11636
171	2413	11617
172	2425	11596
173	2439	11578
174	2451	11557
175	2464	11537
176	2476	11516
177	2489	11498
178	2502	11479
179	2515	11460
180	2528	11440
181	2541	11421
182	2554	11403
183	2566	11381
184	2579	11363
185	2594	11355
186	2608	11342
187	2621	11323
188	2635	11310
189	2648	11292
190	2661	11273
191	2674	11256
192	2688	11240
193	2701	11224
194	2714	11207
195	2727	11189
196	2740	11170
197	2753	11153
198	2766	11135
199	2779	11116
200	2791	11098
201	2804	11080
202	2818	11063
203	2830	11045
204	2843	11028
205	2856	11011
206	2869	10993
207	2882	10975
208	2895	10958
209	2936	11046
210	2950	11031
211	2963	11014
212	2976	10996
213	2988	10977
214	3001	10960
215	3015	10945
216	3028	10926
217	3041	10908
218	3054	10891
219	3067	10873
220	3079	10855
221	3092	10838
222	3106	10823
223	3118	10805
224	3131	10787
225	3144	10768
226	3157	10752
227	3170	10734
228	3182	10716
229	3195	10698
230	3208	10680
231	3221	10663
232	3233	10643
233	3246	10626
234	3259	10611
235	3285	10637
236	3301	10629
237	3314	10612
238	3327	10595
239	3340	10577
240	3353	10560
241	3365	10542
242	3378	10525
243	3391	10508
244	3404	10490
245	3417	10474
246	3430	10457
247	3442	10439
248	3455	10423
249	3468	10406
250	3481	10388
251	3494	10371
252	3507	10355
253	3520	10339
254	3532	10321
255	3545	10304
256	3558	10288
257	3573	10276
258	3586	10261
259	3599	10246
260	3613	10230
261	3626	10213
262	3638	10196
263	3651	10179
264	3664	10162
265	3678	10150
266	3691	10134
267	3704	10117
268	3717	10101
269	3730	10086
270	3743	10069
271	3756	10053
272	3768	10036
273	3781	10019
274	3794	10003
275	3807	9986
276	3819	9970
277	3832	9954
278	3845	9937
279	3857	9920
280	3870	9904
281	3883	9888
282	3896	9872
283	3909	9856
284	3921	9839
285	3934	9823
286	3947	9806
287	3960	9790
288	3973	9774
289	3986	9758
290	3998	9742
291	4011	9726
292	4023	9709
293	4036	9693
294	4049	9677
295	4061	9660
296	4074	9644
297	4087	9628
298	4099	9612
299	4112	9595
300	4125	9580
301	4138	9564
302	4151	9548
303	4163	9532
304	4176	9517
305	4189	9501
306	4201	9485
307	4215	9470
308	4228	9455
309	4240	9439
310	4254	9425
311	4267	9411
312	4282	9400
313	4295	9385
314	4309	9371
315	4322	9355
316	4335	9340
317	4348	9325
318	4361	9310
319	4374	9296
320	4387	9280
321	4400	9265
322	4413	9249
323	4425	9234
324	4438	9218
325	4451	9202
326	4463	9186
327	4477	9172
328	4490	9157
329	4502	9142
330	4515	9127
331	4528	9111
332	4543	9101
333	4556	9086
334	4569	9070
335	4582	9056
336	4595	9041
337	4609	9027
338	4621	9011
339	4634	8996
340	4648	8983
341	4662	8969
342	4675	8954
343	4688	8940
344	4700	8924
345	4713	8909
346	4726	8893
347	4738	8878
348	4751	8863
349	4764	8848
350	4777	8833
351	4790	8818
352	4802	8802
353	4815	8788
354	4828	8773
355	4841	8758
356	4853	8742
357	4866	8727
358	4879	8712
359	4892	8697
360	4905	8682
361	4918	8668
362	4931	8653
363	4943	8637
364	4956	8622
365	4968	8607
366	4981	8592
367	4994	8577
368	5007	8562
369	5020	8547
370	5033	8533
371	5046	8518
372	5058	8503
373	5071	8489
374	5083	8473
375	5096	8457
376	5109	8443
377	5122	8428
378	5135	8414
379	5147	8398
380	5160	8384
381	5173	8369
382	5186	8355
383	5199	8340
384	5212	8326
385	5224	8310
386	5237	8295
387	5250	8280
388	5263	8267
389	5289	8273
390	5305	8263
391	5318	8249
392	5331	8234
393	5343	8219
394	5356	8204
395	5369	8189
396	5382	8174
397	5394	8159
398	5407	8144
399	5420	8131
400	5433	8116
401	5446	8102
402	5459	8087
403	5471	8072
404	5484	8058
405	5498	8044
406	5511	8029
407	5524	8016
408	5539	8004
409	5552	7990
410	5565	7976
411	5578	7961
412	5591	7947
413	5604	7933
414	5620	7923
415	5633	7908
416	5646	7893
417	5659	7879
418	5671	7864
419	5684	7850
420	5697	7835
421	5710	7821
422	5723	7807
423	5735	7792
424	5748	7777
425	5761	7762
426	5774	7748
427	5786	7734
428	5799	7719
429	5813	7706
430	5826	7691
431	5839	7677
432	5851	7662
433	5864	7648
434	5877	7633
435	5890	7619
436	5902	7604
437	5916	7591
438	5929	7576
439	5943	7564
440	5956	7550
441	5969	7536
442	5981	7521
443	5994	7507
444	6007	7492
445	6020	7478
446	6033	7464
447	6045	7449
448	6058	7434
449	6071	7420
450	6084	7406
451	6097	7392
452	6110	7378
453	6123	7364
454	6135	7349
455	6149	7335
456	6161	7321
457	6175	7307
458	6187	7293
459	6200	7278
460	6213	7264
461	6226	7251
462	6239	7236
463	6252	7223
464	6265	7208
465	6278	7194
466	6290	7179
467	6303	7165
468	6316	7151
469	6330	7138
470	6343	7124
471	6356	7110
472	6369	7096
473	6383	7083
474	6398	7071
475	6414	7061
476	6430	7050
477	6446	7040
478	6461	7028
479	6479	7019
480	6493	7006
481	6512	6998
482	6528	6988
483	6547	6980
484	6564	6970
485	6580	6959
486	6597	6950
487	6614	6939
488	6631	6930
489	6648	6919
490	6664	6909
491	6681	6898
492	6699	6889
493	6715	6878
494	6732	6868
495	6749	6858
496	6766	6848
497	6782	6837
498	6799	6826
499	6814	6814
500	6832	6805
501	6852	6798
502	6877	6795
503	6894	6785
504	6912	6775
505	6927	6763
506	6945	6753
507	6961	6742
508	6977	6730
509	6993	6718
510	7008	6706
511	7021	6692
512	7034	6677
513	7047	6663
514	7059	6648
515	7073	6634
516	7086	6620
517	7099	6605
518	7112	6591
519	7125	6577
520	7138	6562
521	7153	6550
522	7166	6535
523	7178	6521
524	7192	6507
525	7204	6492
526	7217	6478
527	7230	6463
528	7243	6449
529	7258	6437
530	7272	6423
531	7299	6421
532	7314	6408
533	7327	6394
534	7340	6380
535	7353	6365
536	7366	6351
537	7379	6336
538	7392	6322
539	7405	6308
540	7417	6293
541	7431	6279
542	7444	6265
543	7457	6250
544	7469	6236
545	7483	6222
546	7495	6207
547	7511	6195
548	7524	6181
549	7537	6167
550	7551	6153
551	7563	6138
552	7576	6124
553	7590	6110
554	7604	6097
555	7616	6082
556	7629	6068
557	7642	6054
558	7656	6040
559	7669	6025
560	7682	6011
561	7695	5997
562	7708	5983
563	7721	5969
564	7734	5955
565	7747	5940
566	7760	5926
567	7774	5912
568	7787	5898
569	7801	5885
570	7814	5871
571	7827	5856
572	7840	5842
573	7853	5828
574	7866	5814
575	7879	5800
576	7892	5786
577	7906	5772
578	7919	5758
579	7932	5744
580	7945	5729
581	7957	5715
582	7970	5701
583	7983	5686
584	7996	5672
585	8008	5658
586	8021	5644
587	8034	5629
588	8047	5615
589	8060	5601
590	8073	5587
591	8087	5573
592	8100	5559
593	8113	5545
594	8126	5531
595	8140	5517
596	8153	5503
597	8166	5489
598	8178	5475
599	8192	5461
600	8205	5447
601	8219	5433
602	8232	5419
603	8245	5406
604	8258	5391
605	8271	5377
606	8285	5364
607	8299	5351
608	8312	5337
609	8325	5322
610	8338	5308
611	8351	5294
612	8364	5280
613	8378	5266
614	8390	5252
615	8403	5238
616	8416	5224
617	8429	5210
618	8442	5196
619	8455	5182
620	8468	5168
621	8482	5155
622	8496	5141
623	8510	5127
624	8523	5113
625	8536	5099
626	8549	5086
627	8562	5072
628	8576	5058
629	8589	5044
630	8602	5030
631	8615	5016
632	8628	5002
633	8641	4988
634	8654	4974
635	8667	4960
636	8680	4946
637	8693	4932
638	8705	4918
639	8718	4904
640	8731	4890
641	8744	4876
642	8756	4861
643	8769	4847
644	8782	4833
645	8794	4819
646	8807	4805
647	8820	4791
648	8833	4777
649	8845	4763
650	8858	4749
651	8871	4735
652	8884	4721
653	8896	4706
654	8909	4692
655	8922	4678
656	8935	4664
657	8948	4650
658	8961	4636
659	8973	4622
660	8985	4608
661	8998	4594
662	9011	4580
663	9023	4566
664	9035	4551
665	9048	4538
666	9061	4524
667	9074	4510
668	9087	4496
669	9100	4482
670	9113	4468
671	9125	4454
672	9138	4440
673	9151	4426
674	9163	4412
675	9176	4398
676	9189	4384
677	9201	4370
678	9214	4356
679	9228	4342
680	9241	4329
681	9253	4314
682	9266	4301
683	9280	4287
684	9310	4281
685	9322	4267
686	9335	4253
687	9348	4239
688	9361	4225
689	9374	4211
690	9387	4197
691	9400	4183
692	9413	4170
693	9426	4156
694	9439	4142
695	9452	4128
696	9468	4115
697	9480	4102
698	9493	4088
699	9506	4074
700	9520	4060
701	9533	4047
702	9546	4033
703	9561	4019
704	9573	4006
705	9586	3992
706	9599	3978
707	9611	3964
708	9624	3950
709	9638	3937
710	9651	3923
711	9663	3909
712	9676	3895
713	9689	3881
714	9702	3867
715	9715	3853
716	9727	3839
717	9741	3825
718	9753	3812
719	9766	3798
720	9779	3784
721	9792	3770
722	9805	3756
723	9818	3742
724	9831	3729
725	9843	3715
726	9856	3701
727	9869	3687
728	9882	3673
729	9894	3659
730	9907	3645
731	9919	3631
732	9932	3618
733	9945	3604
734	9958	3590
735	9971	3576
736	9983	3562
737	9996	3548
738	10009	3535
739	10022	3521
740	10035	3507
741	10048	3493
742	10061	3480
743	10074	3466
744	10087	3452
745	10100	3438
746	10112	3425
747	10125	3411
748	10138	3397
749	10151	3383
750	10164	3370
751	10177	3356
752	10190	3342
753	10203	3328
754	10215	3315
755	10228	3301
756	10241	3287
757	10254	3273
758	10266	3259
759	10279	3246
760	10292	3232
761	10305	3218
762	10318	3205
763	10330	3191
764	10343	3177
765	10356	3163
766	10369	3150
767	10382	3136
768	10395	3122
769	10408	3108
770	10420	3095
771	10433	3081
772	10448	3068
773	10462	3055
774	10476	3041
775	10489	3027
776	10501	3014
777	10514	3000
778	10527	2986
779	10541	2973
780	10554	2959
781	10567	2945
782	10580	2932
783	10592	2918
784	10605	2904
785	10618	2890
786	10630	2877
787	10643	2863
788	10656	2849
789	10670	2836
790	10682	2822
791	10695	2808
792	10708	2795
793	10721	2781
794	10734	2767
795	10747	2754
796	10759	2740
797	10772	2726
798	10785	2713
799	10797	2699
800	10811	2685
801	10823	2672
802	10836	2658
803	10849	2644
804	10862	2631
805	10875	2617
806	10888	2604
807	10901	2590
808	10913	2576
809	10926	2563
810	10939	2549
811	10952	2535
812	10965	2522
813	10978	2508
814	10992	2495
815	11004	2481
816	11017	2467
817	11029	2454
818	11043	2440
819	11056	2426
820	11068	2413
821	11081	2399
822	11094	2386
823	11107	2372
824	11119	2358
825	11132	2345
826	11145	2331
827	11158	2318
828	11171	2304
829	11185	2291
830	11198	2277
831	11212	2264
832	11226	2250
833	11239	2237
834	11253	2223
835	11267	2210
836	11287	2198
837	11316	2187
838	11333	2174
839	11346	2161
840	11360	2147
841	11373	2134
842	11387	2120
843	11400	2107
844	11455	2101
845	11495	2092
846	11515	2080
847	11545	2069
848	11567	2057
849	11599	2046
850	11631	2036
851	11657	2025
852	11681	2013
853	11703	2000
854	11723	1988
855	11744	1975
856	11762	1962
857	11780	1949
858	11795	1936
859	11810	1922
860	11824	1908
861	11838	1895
862	11853	1881
863	11867	1868
864	11882	1854
865	11897	1840
866	11911	1827
867	11926	1813
868	11942	1800
869	11957	1786
870	11973	1773
871	11988	1759
872	12003	1746
873	12018	1732
874	12035	1719
875	12057	1706
876	12078	1694
877	12106	1682
878	12138	1670
879	12170	1659
880	12195	1647
881	12223	1635
882	12253	1623
883	12275	1610
884	12302	1598
885	12322	1585
886	12340	1572
887	12356	1558
888	12373	1544
889	12388	1531
890	12403	1517
891	12419	1503
892	12439	1490
893	12456	1476
894	12473	1463
895	12486	1449
896	12499	1435
897	12514	1421
898	12528	1407
899	12541	1393
900	12554	1379
901	12567	1365
902	12580	1351
903	12593	1337
904	12606	1323
905	12619	1309
906	12643	1296
907	12656	1282
908	12669	1268
909	12682	1254
910	12696	1240
911	12709	1226
912	12722	1212
913	12764	1201
914	12777	1186
915	12790	1172
916	12803	1158
917	12816	1144
918	12829	1130
919	12842	1116
920	12854	1102
921	12867	1088
922	12880	1074
923	12892	1060
924	12905	1046
925	12918	1032
926	12931	1018
927	12944	1004
928	12956	990
929	12970	976
930	12982	962
931	12995	948
932	13008	934
933	13021	920
934	13033	906
935	13046	892
936	13059	878
937	13072	864
938	13084	850
939	13097	836
940	13110	822
941	13123	808
942	13135	793
943	13149	780
944	13162	766
945	13175	752
946	13188	738
947	13201	724
948	13214	710
949	13236	696
950	13254	682
951	13267	668
952	13281	654
953	13294	641
954	13307	627
955	13334	613
956	13350	599
957	13363	585
958	13377	571
959	13389	557
960	13404	544
961	13417	530
962	13431	516
963	13444	502
964	13457	488
965	13470	474
966	13483	460
967	13497	446
968	13509	432
969	13522	418
970	13535	404
971	13548	390
972	13562	376
973	13575	362
974	13588	348
975	13601	334
976	13614	320
977	13627	306
978	13639	292
979	13653	278
980	13666	264
981	13679	250
982	13691	236
983	13705	222
984	13718	208
985	13730	194
986	13743	181
987	13756	167
988	13769	153
989	13782	139
990	13795	125
991	13807	111
992	13821	97
993	13834	83
994	13847	69
995	13860	55
996	13872	41
997	13885	27
998	13898	13
999	13911	0
